,Splate,Species,QG number,Fly-affected?,New York Notes,Cplate,CollectionDate,Latitude,Longitude,Altitude,SubstrateClass,SubstrateNotes,OnGround,ForestType,SubstrateTemp,AmbientTemp,Humidity,SampleNotes,PlateNotes,SplateDate,SplatePicker,SplateFounders,SplateMatingType,Sokehs Ridge Experiment,Don't touch - automated for pivot table
675,C-0270A,Csp384B,5481,0,,C-0270,2023-12-07 03:34:30 UTC,6.90729437,158.181527,545.783988,Rotting_flower,Pwohr flower,yes,Rainforest,22.4,NA,NA,,"12/9: 100 or so all Caeno, l4 and adult, male and f/
 h. 12/10, plate E worms have mated but there are no embryos— maybe two different species?",2023-12-09 04:22:14 UTC,mrockman@nyu.edu,1 adult herm/female,,,assigned
930,C-0420D,Csp384B,5482,0,,C-0420,2023-12-08 02:30:45 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1R4,yes,Rainforest,23.1,23.1,NA,10-50,Lost B,2023-12-11 10:02:42 UTC,sophia.tintori@nyu.edu,1 L4 herm/female + 1 L4 male,,Yes,assigned
845,C-0388D,Csp384B,5483,0,,C-0388,2023-12-09 10:39:01 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1A3,yes,Disturbed forest,23.1,23.1,NA,10-50,Oomycete infected plate A,2023-12-10 13:33:15 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
852,C-0390A,Csp384B,5484,1,,C-0390,2023-12-05 05:08:19 UTC,6.96389311,158.190711,251.942116,Rotting_flower,Banana flower peel,yes,Disturbed forest,27.1,26.9,94,,"1000, several species including 2 giant nematodes, including several Caeno looking worms; at 10 pm, lots of Caeno L4 males and fe/herms and a few adults",2023-12-06 10:57:57 UTC,mrockman@nyu.edu,1 adult herm/female,,,assigned
782,C-0361C,C. briggsae,5485,0,,C-0361,2023-12-05 04:19:04 UTC,6.96612492,158.191639,174.230751,Rotting_flower,Hibiscus,yes,Disturbed forest,24.4,NA,NA,,"several Caeno looking worms, not more than 10-20, a few are adult herm/fem",2023-12-06 11:23:31 UTC,mrockman@nyu.edu,1 L4 herm/female,,,assigned
843,C-0388B,Csp384B,5486,0,,C-0388,2023-12-09 10:39:01 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1A3,yes,Disturbed forest,23.1,23.1,NA,10-50,Oomycete infected plate A,2023-12-10 13:33:02 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
519,C-0178B,Csp384B,5487,0,,C-0178,2023-12-09 11:26:23 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR2E5,yes,Disturbed forest,24.2,24.2,NA,100-500,,2023-12-10 11:59:46 UTC,sophia.tintori@nyu.edu,1 L4 herm/female + 1 L4 male,,Yes,assigned
803,C-0377C,C. briggsae,5488,0,,C-0377,2023-12-07 05:42:13 UTC,6.90312603,158.170628,153.996315,Vegetal_litter/mix,Fig,yes,Rainforest,25.8,28.6,93.9,,"100 Caeno, herms, no males, larvae and adults, 12/10.
 Later, plate A appears to be female (the others are herms). I searched for a while and found one male, which I added to plate A, though it seems likely to be a male from the herm species.
 12/12, indeed, the male looks fine, the female still unmated, no embryos. Moved the female to a new plate.
 Set up test rods between the male and a herm from S plate E. check for male progeny.",2023-12-10 07:58:06 UTC,mrockman@nyu.edu,1 adult herm/female,,,assigned
808,C-0380C,Csp384B,5489,0,,C-0380,2023-12-09 10:34:32 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1E1,yes,Disturbed forest,23.1,23.1,NA,100-500,"Fat worms. Fast growing. Younger worms could be offspring. All fem/herm plugged, except one? Couldn’t find it again. 
 
 Tuc 12/10",2023-12-10 11:20:39 UTC,tuc.nguyen@nyu.edu,1 adult herm/female,,Yes,assigned
851,C-0388J,Csp384B,5490,0,,C-0388,2023-12-09 10:39:01 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1A3,yes,Disturbed forest,23.1,23.1,NA,10-50,Oomycete infected plate A,2023-12-10 13:33:38 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
924,C-0419C,Csp384B,5491,1,,C-0419,2023-12-05 03:48:47 UTC,6.96748105,158.191811,148.966647,Rotting_flower,Abilelmoschus moschatus,yes,Disturbed forest,29,28.3,86,"10ish worms, some males, could be caeno. They are ending up a little long but took one, maybe inopinata-ish? B did not make offspring, so adding some males.",,2023-12-06 23:53:00 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,,assigned
838,C-0386G,Csp384B,5492,0,,C-0386,2023-12-09 10:38:33 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1E2,yes,Disturbed forest,23.1,23.1,NA,10-50,,2023-12-10 14:31:58 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
661,C-0258C,Csp384B,5493,0,,C-0258,2023-12-07 03:48:51 UTC,6.90539321,158.178267,416.978981,Rotting_flower,Fraegarea beretriana - Pwuhr,yes,Rainforest,24.5,NA,NA,,"Plate is all Caeno, m and f/h, but just a handful of adults 12/10. Five S plates were founded 12/9, but no notes taken; these were either one L4 or one adult f/h (except C, which is conspicuously plugged). 12/10, four are doing well and plate A looks dead, with bad bacteria. The original C plate has no more adult F/h though. 
 Plate A dead and discarded.",2023-12-10 13:08:37 UTC,mrockman@nyu.edu,1 adult herm/female,,,assigned
837,C-0386F,Csp384B,5494,0,,C-0386,2023-12-09 10:38:33 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1E2,yes,Disturbed forest,23.1,23.1,NA,10-50,,2023-12-10 14:31:54 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
787,C-0372B,Csp384B,5495,0,,C-0372,2023-12-06 02:26:52 UTC,6.86359582,158.177509,289.006526,Rotting_nut/pod/seed/fruit,Fagraea bertoana Pwhur 3,yes,Agroforest,22.9,24.9,99.9,,Maybe? Picked two males on plate B and D. C didn’t make offspring so I added males the next day.,2023-12-06 23:29:50 UTC,tuc.nguyen@nyu.edu,1 adult herm/female + 1 L4 or adult male,,,assigned
725,C-0318E,Csp384B,5496,0,,C-0318,2023-12-11 22:06:17 UTC,6.91924243,158.270876,191.092592,Rotting_nut/pod/seed/fruit,Starfruit,yes,Agroforest,26.8,30.5,80.3,,"3+ caenorhabditis males. Mixed staged worms. At least one additional non cae species.
 
 
 L4s picked are long and skinny …12/12
 
 
 12/13
 A is hermaphrodite, E is male/female- added a male to E. Picked 3 more L4s onto 3 new plates. 
 
 D is nonC male; discarded.
 12/17, worms on G look fine, but no plug and no offspring",2023-12-12 11:58:48 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,male/female,,assigned
850,C-0388I,Csp384B,5497,0,,C-0388,2023-12-09 10:39:01 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1A3,yes,Disturbed forest,23.1,23.1,NA,10-50,Oomycete infected plate A,2023-12-10 13:33:34 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
785,C-0362C,Csp384B,5498,,Fulcrum says no Caenos in 362,,,,,,,,,,,,,,,,,,,,assigned
815,C-0380J,Csp384B,5499,0,,C-0380,2023-12-09 10:34:32 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1E1,yes,Disturbed forest,23.1,23.1,NA,100-500,"Fat worms. Fast growing. Younger worms could be offspring. All fem/herm plugged, except one? Couldn’t find it again. 
 
 Tuc 12/10",2023-12-10 11:30:11 UTC,tuc.nguyen@nyu.edu,1 adult herm/female,,Yes,assigned
658,C-0257D,Csp384B,5500,0,,C-0257,2023-12-07 04:29:28 UTC,6.90556412,158.179785,380.030006,Rotting_nut/pod/seed/fruit,Pwuhr - looks like something ate some of the conspecifics around it,yes,Rainforest,24.2,NA,NA,,"10-20 C worms, larvae and adults, very abused by the terrible bacteria on the plate.
 S plates A-C are single sickly adults, and D is a bunch of worms transferred through a cleanup plate.
 12/14, plates A and C are dead, B and D doing fine. Tossed A and C S-plates.",2023-12-10 12:00:52 UTC,mrockman@nyu.edu,Many worms,,,assigned
821,C-0382C,Csp384B,5501,0,,C-0382,2023-12-05 04:01:49 UTC,6.9675125,158.191917,158.435524,Rotting_flower,Hibiscus tiliceous,yes,Disturbed forest,25.6,NA,NA,,"~6 worms, long and skinny. at least two males, one fertilized h/f, couple larvae. Two days later picked a couple, but they look a little weird. 12/9: S-plate A is not Caeno. Picked five new S plates. Plate C is one adult male plus one apparent unmated female, D-Gare single adult h/fs. A lot of plates affected by Skiddy bacteria. 
 Plates A and B, not Caeno, discarded.",2023-12-09 12:00:10 UTC,mrockman@nyu.edu,1 adult herm/female + 1 L4 or adult male,,,assigned
1040,C-0479E,C. tropicalis,5502,0,,C-0479,2023-12-13 01:58:58 UTC,6.9173968,158.261515,553.074312,Rotting_nut/pod/seed/fruit,Kotop,yes,Cloudforest,23.3,26.3,99.9,,"Several different species. 100s of worms. Adult male caenorhabditis present. 
 Look promising. 12/14",2023-12-14 11:07:28 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,hermaphroditic,,assigned
1039,C-0479D,C. tropicalis,5503,0,,C-0479,2023-12-13 01:58:58 UTC,6.9173968,158.261515,553.074312,Rotting_nut/pod/seed/fruit,Kotop,yes,Cloudforest,23.3,26.3,99.9,,"Several different species. 100s of worms. Adult male caenorhabditis present. 
 Look promising. 12/14",2023-12-14 11:07:22 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,hermaphroditic,,assigned
886,C-0406I,Csp384B,5504,0,,C-0406,2023-12-09 10:37:49 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1D2,yes,Disturbed forest,23.1,23.1,NA,100-500,,2023-12-10 13:03:57 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
911,C-0417B,Csp384B,5505,0,,C-0417,2023-12-09 10:46:44 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1C4,yes,Disturbed forest,23.1,23.1,NA,100-500,"D was a male picked on 12/12, C was a female picked 12/12. Combined them on plate C. A (also picked 12/12) got lost.",2023-12-10 14:56:46 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
1028,C-0475C,C. briggsae,5506,0,,C-0475,2023-12-09 10:52:55 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1C5,yes,Disturbed forest,23.1,23.1,NA,10-50,,2023-12-11 08:16:55 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
1014,C-0473D,C. briggsae,5507,0,,C-0473,2023-12-09 10:35:05 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1A2,yes,Disturbed forest,23.1,23.1,NA,100-500,"Plugged but guys look pretty old, might need a refresh",2023-12-10 23:21:34 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
979,C-0449D,Csp384B,5508,0,,C-0449,2023-12-13 02:40:40 UTC,6.91766243,158.263437,498.632482,Rotting_nut/pod/seed/fruit,Pwuhr,yes,Rainforest,24,26.9,99.9,,10s of worms.,2023-12-14 14:12:40 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,male/female,,assigned
857,C-0392A,Csp384B,5509,0,,C-0392,2023-12-06 02:28:02 UTC,6.86362096,158.177516,290.185989,Rotting_nut/pod/seed/fruit,Pwurh 4,yes,Agroforest,23.1,24.9,99.9,,"Soupy plate, slow to dry, lots of Caeno m and f; picked adults the next day, all plugged",2023-12-08 11:32:24 UTC,mrockman@nyu.edu,1 adult herm/female,,,assigned
854,C-0390C,C. tropicalis,5510,0,,C-0390,2023-12-05 05:08:19 UTC,6.96389311,158.190711,251.942116,Rotting_flower,Banana flower peel,yes,Disturbed forest,27.1,26.9,94,,"1000, several species including 2 giant nematodes, including several Caeno looking worms; at 10 pm, lots of Caeno L4 males and fe/herms and a few adults",2023-12-06 10:58:16 UTC,mrockman@nyu.edu,1 adult herm/female,,,assigned
941,C-0424G,Csp384B,5511,0,,C-0424,2023-12-09 10:48:03 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1D4,yes,Disturbed forest,23.1,23.1,NA,100-500,Lost plates D and H,2023-12-10 14:43:35 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
784,C-0361E,C. briggsae,5512,1,,C-0361,2023-12-05 04:19:04 UTC,6.96612492,158.191639,174.230751,Rotting_flower,Hibiscus,yes,Disturbed forest,24.4,NA,NA,,"several Caeno looking worms, not more than 10-20, a few are adult herm/fem",2023-12-06 11:23:55 UTC,mrockman@nyu.edu,1 adult herm/female,,,assigned
925,C-0419D,Csp384B,5513,1,,C-0419,2023-12-05 03:48:47 UTC,6.96748105,158.191811,148.966647,Rotting_flower,Abilelmoschus moschatus,yes,Disturbed forest,29,28.3,86,"10ish worms, some males, could be caeno. They are ending up a little long but took one, maybe inopinata-ish? B did not make offspring, so adding some males.",,2023-12-08 12:25:08 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,,assigned
923,C-0419B,Csp384B,5514,1,,C-0419,2023-12-05 03:48:47 UTC,6.96748105,158.191811,148.966647,Rotting_flower,Abilelmoschus moschatus,yes,Disturbed forest,29,28.3,86,"10ish worms, some males, could be caeno. They are ending up a little long but took one, maybe inopinata-ish? B did not make offspring, so adding some males.",,2023-12-06 23:52:45 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,,assigned
965,C-0437E,Csp384B,5515,0,,C-0437,2023-12-13 02:29:57 UTC,6.91699579,158.262527,515.268658,Rotting_nut/pod/seed/fruit,Pwuhr,yes,Rainforest,24,26.7,99.9,,"Several worms. Two look like oscheius but need to check again tmr 12/14.
 12/15, there are Caeno m and f/h, adults only. Singled all five f/hs, all plugged.",2023-12-15 10:55:41 UTC,mrockman@nyu.edu,1 adult herm/female,,,assigned
962,C-0437B,Csp384B,5516,0,,C-0437,2023-12-13 02:29:57 UTC,6.91699579,158.262527,515.268658,Rotting_nut/pod/seed/fruit,Pwuhr,yes,Rainforest,24,26.7,99.9,,"Several worms. Two look like oscheius but need to check again tmr 12/14.
 12/15, there are Caeno m and f/h, adults only. Singled all five f/hs, all plugged.",2023-12-15 10:55:16 UTC,mrockman@nyu.edu,1 adult herm/female,,,assigned
718,C-0315E,Csp384B,5517,1,,,,,,,,,,,,,,,,,,,,,assigned
337,C-0129I,Csp384B,5518,0,lots of dead embryos in cross with 384B,C-0129,2023-12-09 11:10:26 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR2A5,yes,Disturbed forest,24.2,24.2,NA,10-50,,2023-12-10 09:09:15 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
964,C-0437D,Csp384B,5519,0,,C-0437,2023-12-13 02:29:57 UTC,6.91699579,158.262527,515.268658,Rotting_nut/pod/seed/fruit,Pwuhr,yes,Rainforest,24,26.7,99.9,,"Several worms. Two look like oscheius but need to check again tmr 12/14.
 12/15, there are Caeno m and f/h, adults only. Singled all five f/hs, all plugged.",2023-12-15 10:55:33 UTC,mrockman@nyu.edu,1 adult herm/female,,,assigned
917,C-0417H,Csp384B,5520,0,,C-0417,2023-12-09 10:46:44 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1C4,yes,Disturbed forest,23.1,23.1,NA,100-500,"D was a male picked on 12/12, C was a female picked 12/12. Combined them on plate C. A (also picked 12/12) got lost.",2023-12-10 14:57:08 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
894,C-0410G,Csp384B,5521,0,,C-0410,2023-12-05 05:12:30 UTC,6.96394889,158.190809,253.735695,Rotting_flower,Banana flower peel,yes,Disturbed forest,27.3,NA,NA,,"1000s of worms, all ages, possible species heterogeneity but almost all long and skinnier than Caeno. Next day they all look too skinny.
 Singles 5 L4 h/f and left overnight. Were not paying embryos the next day so I added two males to each plate. Not sure if they were the correct males, so I only grabbed two plates of plugged Fs.",2023-12-06 22:44:06 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,,assigned
1006,C-0470A,Csp384B,5522,0,,C-0470,2023-12-13 02:02:54 UTC,6.91715725,158.261545,545.218637,Rotting_nut/pod/seed/fruit,Nihn?,yes,Rainforest,23.1,NA,NA,,"Fewer than 20 worms, lot of males. A few females/hermaphrodites. All caenorhabditis it seems 12/14",2023-12-14 14:01:32 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,male/female,,assigned
980,C-0449E,Csp384B,5523,0,,C-0449,2023-12-13 02:40:40 UTC,6.91766243,158.263437,498.632482,Rotting_nut/pod/seed/fruit,Pwuhr,yes,Rainforest,24,26.9,99.9,,10s of worms.,2023-12-14 14:12:45 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,male/female,,assigned
940,C-0424F,Csp384B,5524,0,,C-0424,2023-12-09 10:48:03 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1D4,yes,Disturbed forest,23.1,23.1,NA,100-500,Lost plates D and H,2023-12-10 14:43:31 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
802,C-0377B,C. briggsae,5525,0,,C-0377,2023-12-07 05:42:13 UTC,6.90312603,158.170628,153.996315,Vegetal_litter/mix,Fig,yes,Rainforest,25.8,28.6,93.9,,"100 Caeno, herms, no males, larvae and adults, 12/10.
 Later, plate A appears to be female (the others are herms). I searched for a while and found one male, which I added to plate A, though it seems likely to be a male from the herm species.
 12/12, indeed, the male looks fine, the female still unmated, no embryos. Moved the female to a new plate.
 Set up test rods between the male and a herm from S plate E. check for male progeny.",2023-12-10 07:58:02 UTC,mrockman@nyu.edu,1 adult herm/female,,,assigned
785,C-0362B,Csp384B,5526,,Fulcrum says no Caenos in 362,,,,,,,,,,,,,,,,,,,,assigned
367,C-0135A,Csp384B,5527,0,"slow cross, same in control, terrible worms",C-0135,2023-12-09 11:23:41 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR2E1,yes,Disturbed forest,24.2,24.2,NA,10-50,,2023-12-10 06:36:02 UTC,sophia.tintori@nyu.edu,1 L4 herm/female + 1 L4 male,,Yes,assigned
74,C-0021I,Csp384B,5528,0,,C-0021,2023-12-08 03:28:02 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR2R7,yes,Rainforest,24.2,24.2,NA,50,,2023-12-10 05:51:49 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
207,C-0093I,Csp384B,5529,0,,C-0093,2023-12-09 12:03:37 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR3B5,yes,Disturbed forest,24.1,24.1,NA,100-500,,2023-12-10 08:00:18 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
1215,C-0596C,Csp384B,5530,0,,C-0596,2023-12-06 03:51:50 UTC,6.87062734,158.182091,481.276461,Rotting_nut/pod/seed/fruit,Pwehr,yes,Rainforest,22.2,23.8,99.9,,~100. Maybe all caenos? Picked three and none were laying the next day. Added males and picked two new plugged females.,2023-12-07 10:52:22 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,,assigned
943,C-0424I,C. briggsae,5531,0,,C-0424,2023-12-09 10:48:03 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1D4,yes,Disturbed forest,23.1,23.1,NA,100-500,Lost plates D and H,2023-12-10 14:43:42 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
879,C-0406B,Csp384B,5532,0,,C-0406,2023-12-09 10:37:49 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1D2,yes,Disturbed forest,23.1,23.1,NA,100-500,,2023-12-10 13:03:16 UTC,sophia.tintori@nyu.edu,1 L4 herm/female + 1 L4 male,,Yes,assigned
890,C-0410C,Csp384B,5533,1,,C-0410,2023-12-05 05:12:30 UTC,6.96394889,158.190809,253.735695,Rotting_flower,Banana flower peel,yes,Disturbed forest,27.3,NA,NA,,"1000s of worms, all ages, possible species heterogeneity but almost all long and skinnier than Caeno. Next day they all look too skinny.
 Singles 5 L4 h/f and left overnight. Were not paying embryos the next day so I added two males to each plate. Not sure if they were the correct males, so I only grabbed two plates of plugged Fs.",2023-12-06 22:43:07 UTC,sophia.tintori@nyu.edu,1 L4 herm/female + 1 L4 male,,,assigned
1015,C-0473E,C. briggsae,5534,0,,C-0473,2023-12-09 10:35:05 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1A2,yes,Disturbed forest,23.1,23.1,NA,100-500,"Plugged but guys look pretty old, might need a refresh",2023-12-10 23:21:38 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
1021,C-0474A,Csp384B,5535,0,,C-0474,2023-12-13 02:04:35 UTC,6.91711719,158.261591,544.175685,Rotting_nut/pod/seed/fruit,Nihn,yes,Rainforest,23.1,NA,NA,,Heterogeneous. Dauers. Could be Caenorhabditis. 12/14,2023-12-14 13:13:56 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,male/female,,assigned
937,C-0424C,Csp384B,5536,0,,C-0424,2023-12-09 10:48:03 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR1D4,yes,Disturbed forest,23.1,23.1,NA,100-500,Lost plates D and H,2023-12-10 14:43:20 UTC,sophia.tintori@nyu.edu,,,Yes,assigned
42,C-0017A,Csp384B,5537,0,,C-0017,2023-12-08 03:28:38 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR2R8,yes,Rainforest,24.2,24.2,NA,50,,2023-12-10 04:59:49 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
363,C-0133F,Csp384B,5538,0,,C-0133,2023-12-09 11:12:52 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR2B5,yes,Disturbed forest,24.2,24.2,NA,10-50,,2023-12-10 06:02:33 UTC,sophia.tintori@nyu.edu,1 adult herm/female,,Yes,assigned
393,C-0138C,C. briggsae,5539,0,,C-0138,2023-12-09 11:14:22 UTC,6.966595,158.190743,248.510231,Rotting_nut/pod/seed/fruit,SR2C2,yes,Disturbed forest,24.2,24.2,NA,50-100,"Different life stages overall 
 
 A,B,C L4s
 D,E,F small plugs
 G,H,I, J big plugs
 F was lost",2023-12-10 11:48:51 UTC,tuc.nguyen@nyu.edu,1 L4 herm/female,hermaphroditic,Yes,assigned
716,C-0315C,Csp384B,5540,1,,C-0315,2023-12-05 05:47:42 UTC,6.96708192,158.190481,248.489418,Rotting_nut/pod/seed/fruit,,yes,Rainforest,26.1,25.9,99.9,,"Hundreds. Lots of males and copulatory plugs, too long and skinny. Some of the larger ones look more like caeno",2023-12-06 10:43:31 UTC,tuc.nguyen@nyu.edu,1 adult herm/female,,,assigned
730,C-0319B,Csp384B,5541,1,,C-0319,2023-12-05 05:54:13 UTC,6.96429448,158.191227,243.760963,Rotting_nut/pod/seed/fruit,,yes,Rainforest,24.5,NA,NA,,"Thousands, lots of long ones but some that might be caeno",2023-12-06 10:53:28 UTC,tuc.nguyen@nyu.edu,1 adult herm/female,,,assigned
737,C-0320D,Csp384B,5542,0,,C-0320,2023-12-06 04:21:20 UTC,6.86841693,158.181309,496.553384,Vegetal_litter/mix,Rotten leaf and associated stuff,yes,Rainforest,22.3,23.8,99.9,,"About 12 Caeno adults, m and f/h. Singled five plugged females. These are nice big worms, becei-like.",2023-12-09 05:02:40 UTC,mrockman@nyu.edu,1 adult herm/female,,,assigned
743,C-0326E,Csp619B,5543,0,,C-0326,2023-12-11 21:46:12 UTC,6.91956097,158.270983,188.872879,Rotting_nut/pod/seed/fruit,Breadfruit,yes,Agroforest,28.7,29.2,89.4,,"A few hundred worms, but fighting killer bacteria. Fly larvae. Moved a bunch of the healthier looking worms to a cleanup plate; most of the remaining worms are too skiddy to save. All S plates derive from cleanup plate. 
 12/15, all but plate C doing well-ish, though skiddy. C is unmated, discarded.",2023-12-13 09:00:02 UTC,mrockman@nyu.edu,1 adult herm/female,,,assigned
